sentence,key_point,stance,label
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",Growth needs to pay for itself.,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",HOUSING PRICES ARE OUT OF CONTROL.,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",The police are too reactive and authoritarian.,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",Embrace growth and innovation!,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",homeless population grows and spreads out.,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.","privatize utilities, energy, water, etc.",-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",Code issues are hurting the city.,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",MAKE TAXES MORE AFFORDABLE.,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",TAKE BETTER CARE OF THE HOMELESS!,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",WATER CONSERVATION IS A PRIORITY.,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",QUALITY OF LIFE FOR RETIREES,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",Police are overusing and abusing authority,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",CRIME IS ON THE INCREASE.,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",ADA COMPLIANCE IS LACKING,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",You can't make affordable housing by subsidy.,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",Better training of utility employees!!,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.","Effective, affordable ride-share networks are critical.",-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",More affordable apartments for senior independent living,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",Gentrification is out of control.,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",We need cleaner streets/roads,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",PROVIDE MORE GREEN SPACE,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",The city is becoming extremely unaffordable.,-1,0
"Please join other forward-thinking cities and do everything in your power to fight climate change, regardless of what our ridiculous President says.",This city needs more motor vehicle traffic lanes!!,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,Traffic congestion needs major improvement,-1,-1
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,Austin needs better public transportation,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,Austin needs more affordable housing,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,security is top priority,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,1
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,We need to manage growth better.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,Real estate taxes are too high,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,Please provide safety for cyclists.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,Utilities are too high.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,ROAD QUALITY IS POOR,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,We need infrastructure to support rapid growth,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,Affordable housing for low income /working families,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,Growth needs to pay for itself.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,The police are too reactive and authoritarian.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,Embrace growth and innovation!,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,homeless population grows and spreads out.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,"privatize utilities, energy, water, etc.",-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,Code issues are hurting the city.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,MAKE TAXES MORE AFFORDABLE.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,TAKE BETTER CARE OF THE HOMELESS!,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,WATER CONSERVATION IS A PRIORITY.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,QUALITY OF LIFE FOR RETIREES,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,Police are overusing and abusing authority,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,CRIME IS ON THE INCREASE.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,ADA COMPLIANCE IS LACKING,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,You can't make affordable housing by subsidy.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,Better training of utility employees!!,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,"Effective, affordable ride-share networks are critical.",-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,More affordable apartments for senior independent living,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,Gentrification is out of control.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,We need cleaner streets/roads,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,PROVIDE MORE GREEN SPACE,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,The city is becoming extremely unaffordable.,-1,0
THERE ARE MORE CARS THAN BIKES AND CARS SHOULD HAVE PRIORITY.,This city needs more motor vehicle traffic lanes!!,-1,1
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,Traffic congestion needs major improvement,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,Austin needs better public transportation,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,Austin needs more affordable housing,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,security is top priority,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,We need to manage growth better.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,Real estate taxes are too high,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,Please provide safety for cyclists.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,Utilities are too high.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,ROAD QUALITY IS POOR,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,We need infrastructure to support rapid growth,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,Affordable housing for low income /working families,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,Growth needs to pay for itself.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,The police are too reactive and authoritarian.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,Embrace growth and innovation!,-1,1
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,homeless population grows and spreads out.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,"privatize utilities, energy, water, etc.",-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,Code issues are hurting the city.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,MAKE TAXES MORE AFFORDABLE.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,TAKE BETTER CARE OF THE HOMELESS!,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,WATER CONSERVATION IS A PRIORITY.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,QUALITY OF LIFE FOR RETIREES,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,Police are overusing and abusing authority,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,CRIME IS ON THE INCREASE.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,ADA COMPLIANCE IS LACKING,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,You can't make affordable housing by subsidy.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,Better training of utility employees!!,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,"Effective, affordable ride-share networks are critical.",-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,More affordable apartments for senior independent living,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,Gentrification is out of control.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,We need cleaner streets/roads,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,PROVIDE MORE GREEN SPACE,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,The city is becoming extremely unaffordable.,-1,0
DON'T LET SENIORS TELL YOU NOT TO CHANGE.,This city needs more motor vehicle traffic lanes!!,-1,0
Stricter laws for cyclists in traffic,Traffic congestion needs major improvement,-1,0
Stricter laws for cyclists in traffic,Austin needs better public transportation,-1,0
Stricter laws for cyclists in traffic,Austin needs more affordable housing,-1,0
Stricter laws for cyclists in traffic,security is top priority,-1,0
Stricter laws for cyclists in traffic,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
Stricter laws for cyclists in traffic,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
Stricter laws for cyclists in traffic,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
Stricter laws for cyclists in traffic,We need to manage growth better.,-1,0
Stricter laws for cyclists in traffic,Real estate taxes are too high,-1,0
Stricter laws for cyclists in traffic,Please provide safety for cyclists.,-1,-1
Stricter laws for cyclists in traffic,Utilities are too high.,-1,0
Stricter laws for cyclists in traffic,ROAD QUALITY IS POOR,-1,0
Stricter laws for cyclists in traffic,We need infrastructure to support rapid growth,-1,0
Stricter laws for cyclists in traffic,Affordable housing for low income /working families,-1,0
Stricter laws for cyclists in traffic,Growth needs to pay for itself.,-1,0
Stricter laws for cyclists in traffic,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
Stricter laws for cyclists in traffic,The police are too reactive and authoritarian.,-1,0
Stricter laws for cyclists in traffic,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
Stricter laws for cyclists in traffic,Embrace growth and innovation!,-1,0
Stricter laws for cyclists in traffic,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
Stricter laws for cyclists in traffic,homeless population grows and spreads out.,-1,0
Stricter laws for cyclists in traffic,"privatize utilities, energy, water, etc.",-1,0
Stricter laws for cyclists in traffic,Code issues are hurting the city.,-1,0
Stricter laws for cyclists in traffic,MAKE TAXES MORE AFFORDABLE.,-1,0
Stricter laws for cyclists in traffic,TAKE BETTER CARE OF THE HOMELESS!,-1,0
Stricter laws for cyclists in traffic,WATER CONSERVATION IS A PRIORITY.,-1,0
Stricter laws for cyclists in traffic,QUALITY OF LIFE FOR RETIREES,-1,0
Stricter laws for cyclists in traffic,Police are overusing and abusing authority,-1,0
Stricter laws for cyclists in traffic,CRIME IS ON THE INCREASE.,-1,0
Stricter laws for cyclists in traffic,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
Stricter laws for cyclists in traffic,ADA COMPLIANCE IS LACKING,-1,0
Stricter laws for cyclists in traffic,You can't make affordable housing by subsidy.,-1,0
Stricter laws for cyclists in traffic,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
Stricter laws for cyclists in traffic,Better training of utility employees!!,-1,0
Stricter laws for cyclists in traffic,"Effective, affordable ride-share networks are critical.",-1,0
Stricter laws for cyclists in traffic,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
Stricter laws for cyclists in traffic,More affordable apartments for senior independent living,-1,0
Stricter laws for cyclists in traffic,Gentrification is out of control.,-1,0
Stricter laws for cyclists in traffic,We need cleaner streets/roads,-1,0
Stricter laws for cyclists in traffic,PROVIDE MORE GREEN SPACE,-1,0
Stricter laws for cyclists in traffic,The city is becoming extremely unaffordable.,-1,0
Stricter laws for cyclists in traffic,This city needs more motor vehicle traffic lanes!!,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,Traffic congestion needs major improvement,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,Austin needs better public transportation,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,Austin needs more affordable housing,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,security is top priority,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,We need to manage growth better.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,Real estate taxes are too high,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,Please provide safety for cyclists.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,Utilities are too high.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,ROAD QUALITY IS POOR,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,We need infrastructure to support rapid growth,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,Affordable housing for low income /working families,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,Growth needs to pay for itself.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,The police are too reactive and authoritarian.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,Embrace growth and innovation!,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,homeless population grows and spreads out.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,"privatize utilities, energy, water, etc.",-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,Code issues are hurting the city.,-1,-1
Old zoning regs perpetuate socioeconomic and racial segregation.,MAKE TAXES MORE AFFORDABLE.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,TAKE BETTER CARE OF THE HOMELESS!,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,WATER CONSERVATION IS A PRIORITY.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,QUALITY OF LIFE FOR RETIREES,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,Police are overusing and abusing authority,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,CRIME IS ON THE INCREASE.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,ADA COMPLIANCE IS LACKING,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,You can't make affordable housing by subsidy.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,Better training of utility employees!!,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,"Effective, affordable ride-share networks are critical.",-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,More affordable apartments for senior independent living,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,Gentrification is out of control.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,We need cleaner streets/roads,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,PROVIDE MORE GREEN SPACE,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,The city is becoming extremely unaffordable.,-1,0
Old zoning regs perpetuate socioeconomic and racial segregation.,This city needs more motor vehicle traffic lanes!!,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,Traffic congestion needs major improvement,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,Austin needs better public transportation,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,Austin needs more affordable housing,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,security is top priority,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,We need to manage growth better.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,Real estate taxes are too high,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,Please provide safety for cyclists.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,Utilities are too high.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,ROAD QUALITY IS POOR,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,We need infrastructure to support rapid growth,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,Affordable housing for low income /working families,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,Growth needs to pay for itself.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,The police are too reactive and authoritarian.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,Embrace growth and innovation!,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,homeless population grows and spreads out.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,"privatize utilities, energy, water, etc.",-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,Code issues are hurting the city.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,MAKE TAXES MORE AFFORDABLE.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,TAKE BETTER CARE OF THE HOMELESS!,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,WATER CONSERVATION IS A PRIORITY.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,QUALITY OF LIFE FOR RETIREES,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,Police are overusing and abusing authority,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,CRIME IS ON THE INCREASE.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,ADA COMPLIANCE IS LACKING,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,You can't make affordable housing by subsidy.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,Better training of utility employees!!,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,"Effective, affordable ride-share networks are critical.",-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,More affordable apartments for senior independent living,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,Gentrification is out of control.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,We need cleaner streets/roads,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,PROVIDE MORE GREEN SPACE,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,The city is becoming extremely unaffordable.,-1,0
We need to find a balance between making Austin a destination for tourism and the unique Austin quality of life.,This city needs more motor vehicle traffic lanes!!,-1,0
Stop letting fatcats treat us like parasites.,Traffic congestion needs major improvement,-1,0
Stop letting fatcats treat us like parasites.,Austin needs better public transportation,-1,0
Stop letting fatcats treat us like parasites.,Austin needs more affordable housing,-1,0
Stop letting fatcats treat us like parasites.,security is top priority,-1,0
Stop letting fatcats treat us like parasites.,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
Stop letting fatcats treat us like parasites.,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
Stop letting fatcats treat us like parasites.,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
Stop letting fatcats treat us like parasites.,We need to manage growth better.,-1,0
Stop letting fatcats treat us like parasites.,Real estate taxes are too high,-1,0
Stop letting fatcats treat us like parasites.,Please provide safety for cyclists.,-1,0
Stop letting fatcats treat us like parasites.,Utilities are too high.,-1,0
Stop letting fatcats treat us like parasites.,ROAD QUALITY IS POOR,-1,0
Stop letting fatcats treat us like parasites.,We need infrastructure to support rapid growth,-1,0
Stop letting fatcats treat us like parasites.,Affordable housing for low income /working families,-1,0
Stop letting fatcats treat us like parasites.,Growth needs to pay for itself.,-1,0
Stop letting fatcats treat us like parasites.,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
Stop letting fatcats treat us like parasites.,The police are too reactive and authoritarian.,-1,0
Stop letting fatcats treat us like parasites.,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
Stop letting fatcats treat us like parasites.,Embrace growth and innovation!,-1,0
Stop letting fatcats treat us like parasites.,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
Stop letting fatcats treat us like parasites.,homeless population grows and spreads out.,-1,0
Stop letting fatcats treat us like parasites.,"privatize utilities, energy, water, etc.",-1,0
Stop letting fatcats treat us like parasites.,Code issues are hurting the city.,-1,0
Stop letting fatcats treat us like parasites.,MAKE TAXES MORE AFFORDABLE.,-1,0
Stop letting fatcats treat us like parasites.,TAKE BETTER CARE OF THE HOMELESS!,-1,0
Stop letting fatcats treat us like parasites.,WATER CONSERVATION IS A PRIORITY.,-1,0
Stop letting fatcats treat us like parasites.,QUALITY OF LIFE FOR RETIREES,-1,0
Stop letting fatcats treat us like parasites.,Police are overusing and abusing authority,-1,0
Stop letting fatcats treat us like parasites.,CRIME IS ON THE INCREASE.,-1,0
Stop letting fatcats treat us like parasites.,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
Stop letting fatcats treat us like parasites.,ADA COMPLIANCE IS LACKING,-1,0
