prefix,topic,text,set,model,plausibility_score,plausibility_label,stance_conf,stance_label,combined_label
We should legalize doping in sport,We should legalize doping in sport,the doping led to break down of spirit and physical health of the players,dev,GPT-2-LN,0.714285714,Yes,1,Con,1
We should legalize doping in sport,We should legalize doping in sport,the doping of professional athletes has been linked to performance enhancing drugs,dev,GPT-2-RANK-CE,0.714285714,Yes,0.714285714,Con,1
We should legalize doping in sport,We should legalize doping in sport,the doping policy was necessary to protect the health and safety of student-athletes,dev,GPT-2-LN,1,Yes,0.714285714,Con,1
We should legalize doping in sport,We should legalize doping in sport,"The doping policy was not aimed at fixing the problems of match fixing, but rather to eradicate corruption in the entire system of professional athletics",dev,GPT-2-LN,1,Yes,0.857142857,Neither,0
We should legalize doping in sport,We should legalize doping in sport,the DTCP proposal to include 'active' in the sport of sport education can help to increase the awareness of the dangers of doping,dev,GPT-2-LN-FWS,0.857142857,Yes,0.857142857,Con,1
"In competitive sports, doping is the use of banned athletic performance-enhancing drugs by athletic competitors. We should legalize doping in sport",We should legalize doping in sport,the lack of an effective anti-doping policy makes it impossible to get positive results from national anti-doping campaigns,dev,GPT-2-LN-FWS,0.857142857,Yes,1,Neither,0
We should legalize doping in sport,We should legalize doping in sport,the prohibition of doping in sport is an important step,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
"In competitive sports, doping is the use of banned athletic performance-enhancing drugs by athletic competitors. We should legalize doping in sport",We should legalize doping in sport,"the use of performance enhancing drugs by athletes is not good for your health, it can cause you to gain a lot of weight in order to look the best you can. drugs should not be used by the state to monitor you.",dev,GPT-2-RANK-FWS,0,No,,,0
We should legalize doping in sport,We should legalize doping in sport,The use of performance enhancing drugs is a growing problem in professional and amateur sports,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
We should legalize doping in sport,We should legalize doping in sport,we should legalize it because it will lead to better standards of testing and treatment,dev,GPT-2-RANK,0.571428571,No,,,0
We should legalize doping in sport,We should legalize doping in sport,we should legalize it because it would improve the health of the athletes and the people around them.,dev,GPT-2-RANK,0.571428571,No,,,0
"In competitive sports, doping is the use of banned athletic performance-enhancing drugs by athletic competitors. We should legalize doping in sport",We should legalize doping in sport,we should legalize the use of doping to improve the health and performance of our athletes so we can compete in the world game.,dev,GPT-2-RANK-FWS,0.857142857,Yes,1,Pro,1
We should legalize insider trading,We should legalize insider trading,An insider trading website has revealed that such high-frequency trading takes place at the expense of ordinary shareholders,dev,GPT-2-LN-FWS,0.571428571,No,,,0
We should legalize insider trading,We should legalize insider trading,excessive use of trading platforms leads to market instability and price volatility,dev,GPT-2-LN,1,Yes,0.857142857,Neither,0
Insider trading is the trading of a public company's stock or other securities by individuals with access to nonpublic information about the company. We should legalize insider trading,We should legalize insider trading,Exporting crude from the black market is becoming a bigger problem for the economy,dev,GPT-2-LN-FWS,1,Yes,1,Neither,0
We should legalize insider trading,We should legalize insider trading,financial institutions and regulators have increasingly come to the conclusion that trading via information technology is conducted in a fair and orderly manner so as to maintain integrity of the market,dev,GPT-2-LN,1,Yes,0.857142857,Neither,0
Insider trading is the trading of a public company's stock or other securities by individuals with access to nonpublic information about the company. We should legalize insider trading,We should legalize insider trading,"in order to protect investors, the stock market is currently not regulated and insider trading is not a viable means of trading",dev,GPT-2-RANK-FWS,0.285714286,No,,,0
We should legalize insider trading,We should legalize insider trading,insider trading allows an outsider to peek behind the curtain and see what is really going on. this can give an outside observer an unfair advantage.,dev,GPT-2-RANK,0.285714286,No,,,0
We should legalize insider trading,We should legalize insider trading,"insider trading allows for more efficient allocation of resources, allowing for more effective utilization of resources.",dev,GPT-2-RANK,0.857142857,Yes,1,Pro,1
We should legalize insider trading,We should legalize insider trading,insider trading allows for more efficient and safer trading.,dev,GPT-2-RANK-CE,0.857142857,Yes,1,Pro,1
We should legalize insider trading,We should legalize insider trading,insider trading allows those with access to the financial system to benefit from a growing economy. by legalizing it we can regulate it further and make it better for the people who put their faith in it.,dev,GPT-2-RANK,0.714285714,Yes,1,Pro,1
We should legalize insider trading,We should legalize insider trading,"insider trading allows those with connections to the company to benefit from a sudden rise in the stock market, when the market was otherwise doing poorly.",dev,GPT-2-RANK,0.857142857,Yes,0.428571429,Neither,0
We should legalize insider trading,We should legalize insider trading,insider trading is a dangerous and unregulated world that needs to be closed. there are too many regulations and no one is holding the line for the greater good.,dev,GPT-2-RANK,0.285714286,No,,,0
We should legalize insider trading,We should legalize insider trading,insider trading is a dangerous trend in the future of the markets,dev,GPT-2-LN,1,Yes,1,Con,1
We should legalize insider trading,We should legalize insider trading,"Insider Trading is a dangerous, underused and increasingly underutilised tool in the global financial markets",dev,GPT-2-LN-FWS,1,Yes,1,Con,1
We should legalize insider trading,We should legalize insider trading,insider trading is a form of fraud and illegal trading,dev,GPT-2-ALL,1,Yes,1,Con,1
We should legalize insider trading,We should legalize insider trading,"insider trading is a form of fraud and should be regulated, not legalized.",dev,GPT-2-ALL,0.857142857,Yes,1,Con,1
We should legalize insider trading,We should legalize insider trading,insider trading is a manipulative practice that ends up harming the people who are affected the most.,dev,GPT-2-RANK-CE,0.571428571,No,,,0
Insider trading is the trading of a public company's stock or other securities by individuals with access to nonpublic information about the company. We should legalize insider trading,We should legalize insider trading,insider trading is a really dangerous activity,dev,GPT-2-LN-FWS,0.857142857,Yes,1,Con,1
Insider trading is the trading of a public company's stock or other securities by individuals with access to nonpublic information about the company. We should legalize insider trading,We should legalize insider trading,Insider trading is a scourge in the financial world.,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
Insider trading is the trading of a public company's stock or other securities by individuals with access to nonpublic information about the company. We should legalize insider trading,We should legalize insider trading,Insider trading is a very effective way to identify the weaknesses in a company's balance sheet,dev,GPT-2-LN-FWS,0.571428571,No,,,0
We should legalize insider trading,We should legalize insider trading,"insider trading is generally prohibited and not just highly regulated markets, like the Nasdaq, which propels the market forward",dev,GPT-2-LN,0.571428571,No,,,0
We should legalize insider trading,We should legalize insider trading,insider trading is legal if it is done properly,dev,GPT-2-LN,1,Yes,0.857142857,Pro,1
We should legalize insider trading,We should legalize insider trading,such sophisticated trading strategies are harmful,dev,GPT-2-LN,0.428571429,No,,,0
We should legalize insider trading,We should legalize insider trading,the extent and finality of the insider trading ban should be removed,dev,GPT-2-LN,0.428571429,No,,,0
Insider trading is the trading of a public company's stock or other securities by individuals with access to nonpublic information about the company. We should legalize insider trading,We should legalize insider trading,the government should not be able to make decisions on information that is private.,dev,GPT-2-RANK-FWS,1,Yes,0.571428571,Neither,0
We should legalize insider trading,We should legalize insider trading,the government should not intervene in the internal affairs of private companies,dev,GPT-2-ALL,1,Yes,0.375,Neither,0
We should legalize insider trading,We should legalize insider trading,The increasing reliance on electronic trading technology will provide a huge growth opportunity for the market player,dev,GPT-2-LN-FWS,1,Yes,0.857142857,Neither,0
Insider trading is the trading of a public company's stock or other securities by individuals with access to nonpublic information about the company. We should legalize insider trading,We should legalize insider trading,the information provided by the trader could be shared with competitors and thus harm their business.,dev,GPT-2-RANK-FWS,1,Yes,1,Con,1
We should legalize insider trading,We should legalize insider trading,The information technology and communications industries also pose risks.,dev,GPT-2-LN,0.857142857,Yes,0.857142857,Neither,0
We should legalize insider trading,We should legalize insider trading,the move to end insider trading is a good one for the law enforcement community,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
We should legalize insider trading,We should legalize insider trading,The power of insider trading is well-documented in corporate and high-frequency trading markets,dev,GPT-2-LN,1,Yes,1,Pro,1
We should legalize insider trading,We should legalize insider trading,The SEC said it has not found evidence that insider trading is a causal risk to the securities markets of the United States.,dev,GPT-2-ALL,0.857142857,Yes,0.571428571,Pro,1
We should legalize insider trading,We should legalize insider trading,"the use of automated trading solutions is driving the innovation and efficiency improvement in financial markets, which is essential for the sustainability of the global economy",dev,GPT-2-LN-FWS,0.857142857,Yes,0.857142857,Neither,0
Insider trading is the trading of a public company's stock or other securities by individuals with access to nonpublic information about the company. We should legalize insider trading,We should legalize insider trading,the use of insider information should not be limited as it allows businesses to better understand how their business is being used and how to improve their practices accordingly.,dev,GPT-2-RANK-FWS,1,Yes,1,Pro,1
We should legalize insider trading,We should legalize insider trading,there was evidence of widespread manipulation and unfair trading in the shares during the financial crisis,dev,GPT-2-ALL,1,Yes,0.714285714,Neither,0
Insider trading is the trading of a public company's stock or other securities by individuals with access to nonpublic information about the company. We should legalize insider trading,We should legalize insider trading,"this type of insider trading will create more competitive markets, which would improve the competitiveness of players",dev,GPT-2-LN-FWS,0.428571429,No,,,0
We should legalize insider trading,We should legalize insider trading,Trading in the capital markets is becoming increasingly sophisticated and sophisticated as well as the rate at which transactions occur,dev,GPT-2-LN,0.428571429,No,,,0
We should legalize insider trading,We should legalize insider trading,We should not legalize insider trading as it could lead to a person losing all trust in the market.  It also exposes them to the risk of losing all their money investment.,dev,GPT-2-RANK-CE,0.714285714,Yes,1,Con,1
We should legalize insider trading,We should legalize insider trading,We should not legalize insider trading because it is a breach of ethics to trade on the behalf of a company,dev,GPT-2-RANK-CE,0.714285714,Yes,1,Con,1
We should legalize insider trading,We should legalize insider trading,we should not legalize insider trading because it will create an unfair advantage givers.,dev,GPT-2-RANK-CE,0,No,,,0
Insider trading is the trading of a public company's stock or other securities by individuals with access to nonpublic information about the company. We should legalize insider trading,We should legalize insider trading,we shouldn't legalize insider trading because it would be very easy to hack and leak information about the company. companies have a duty to their investors to keep their secrets and this would be a breach of that duty.,dev,GPT-2-RANK-FWS,0.857142857,Yes,1,Con,1
We should legalize ivory trade,We should legalize ivory trade,Banning the ivory trade is just one of many ways to prevent wildlife from becoming a casualty of war and poverty,dev,GPT-2-LN-FWS,0.714285714,Yes,1,Con,1
We should legalize ivory trade,We should legalize ivory trade,by allowing the ivory trade we can get more bang for our efforts.   we save vast amounts of money that would be spent on keeping the animals in captivity.,dev,GPT-2-RANK-CE,0.571428571,No,,,0
"The ivory trade is the commercial, often illegal trade in the ivory tusks of the hippopotamus, walrus, narwhal, and most commonly, African and Asian elephants.  We should legalize ivory trade",We should legalize ivory trade,"if the government allows the trade of ivory, the animals will be harmed by humans.",dev,GPT-2-RANK-FWS,1,Yes,1,Con,1
"The ivory trade is the commercial, often illegal trade in the ivory tusks of the hippopotamus, walrus, narwhal, and most commonly, African and Asian elephants.  We should legalize ivory trade",We should legalize ivory trade,if the sale of ivory is legalized then it can be monitored to ensure that it's not being used for its illicit purposes.,dev,GPT-2-RANK-FWS,0.857142857,Yes,1,Pro,1
We should legalize ivory trade,We should legalize ivory trade,illegal ivory trade is disrupting the balance of nature conservation and it is also a threat to rhino populations,dev,GPT-2-LN,0.714285714,Yes,0.571428571,Con,1
We should legalize ivory trade,We should legalize ivory trade,"in order that the ivory trade is available to the highest bidder, it must be made available to the general public",dev,GPT-2-RANK-CE,0.285714286,No,,,0
We should legalize ivory trade,We should legalize ivory trade,ivory can be a valuable asset to the trade,dev,GPT-2-ALL,0.857142857,Yes,1,Pro,1
We should legalize ivory trade,We should legalize ivory trade,"ivory is a necessary evil that must be curbed to prevent the extinction of the lemurs, rhino, and hippos",dev,GPT-2-ALL,0.285714286,No,,,0
"The ivory trade is the commercial, often illegal trade in the ivory tusks of the hippopotamus, walrus, narwhal, and most commonly, African and Asian elephants.  We should legalize ivory trade",We should legalize ivory trade,ivory is a valuable tool,dev,GPT-2-LN-FWS,0.285714286,No,,,0
"The ivory trade is the commercial, often illegal trade in the ivory tusks of the hippopotamus, walrus, narwhal, and most commonly, African and Asian elephants.  We should legalize ivory trade",We should legalize ivory trade,ivory is an essential component of our collective history,dev,GPT-2-LN-FWS,0.285714286,No,,,0
We should legalize ivory trade,We should legalize ivory trade,ivory is one of the most popular and easily-obtained items,dev,GPT-2-LN-FWS,0.857142857,Yes,0.571428571,Neither,0
We should legalize ivory trade,We should legalize ivory trade,"Ivory trade is a global scourge, and ivory is a victim of poachers",dev,GPT-2-LN,0.571428571,No,,,0
We should legalize ivory trade,We should legalize ivory trade,ivory trade is a threat to the integrity of the African culture,dev,GPT-2-LN,0.857142857,Yes,1,Con,1
We should legalize ivory trade,We should legalize ivory trade,ivory trade is a threat to the stability of the country's forests,dev,GPT-2-LN,0.285714286,No,,,0
We should legalize ivory trade,We should legalize ivory trade,ivory trade is a 'very dangerous' industry that has been blamed for the decline of African countries,dev,GPT-2-LN,1,Yes,1,Con,1
We should legalize ivory trade,We should legalize ivory trade,ivory trade is causing huge harm in rhino populations worldwide,dev,GPT-2-LN,0.857142857,Yes,1,Con,1
We should legalize ivory trade,We should legalize ivory trade,ivory trade should be legalized because it is a form of trade that allows people to benefit from animals that they normally wouldn't see.,dev,GPT-2-RANK,0.571428571,No,,,0
"The ivory trade is the commercial, often illegal trade in the ivory tusks of the hippopotamus, walrus, narwhal, and most commonly, African and Asian elephants.  We should legalize ivory trade",We should legalize ivory trade,"Ivory trafficking is a transnational crime, organized by complex networks.",dev,GPT-2-LN-FWS,0.857142857,Yes,0.857142857,Con,1
We should legalize ivory trade,We should legalize ivory trade,ivory-trade is a dangerous business,dev,GPT-2-LN,0.857142857,Yes,0.888888889,Con,1
"The ivory trade is the commercial, often illegal trade in the ivory tusks of the hippopotamus, walrus, narwhal, and most commonly, African and Asian elephants.  We should legalize ivory trade",We should legalize ivory trade,legalizing the ivory trade will help protect endangered species,dev,GPT-2-RANK-FWS,0.571428571,No,,,0
"The ivory trade is the commercial, often illegal trade in the ivory tusks of the hippopotamus, walrus, narwhal, and most commonly, African and Asian elephants.  We should legalize ivory trade",We should legalize ivory trade,the ivory trade is a crime against humanity,dev,GPT-2-LN-FWS,0.714285714,Yes,1,Con,1
We should legalize ivory trade,We should legalize ivory trade,the ivory trade is a lucrative business,dev,GPT-2-LN-FWS,1,Yes,0.857142857,Pro,1
"The ivory trade is the commercial, often illegal trade in the ivory tusks of the hippopotamus, walrus, narwhal, and most commonly, African and Asian elephants.  We should legalize ivory trade",We should legalize ivory trade,The ivory trade is a major money spinner for African nations.,dev,GPT-2-LN-FWS,0.857142857,Yes,0.571428571,Neither,0
We should legalize ivory trade,We should legalize ivory trade,the ivory trade is a money-laundering enterprise,dev,GPT-2-LN-FWS,0.857142857,Yes,1,Con,1
We should legalize ivory trade,We should legalize ivory trade,the ivory trade is a threat to the country's culture,dev,GPT-2-LN,1,Yes,1,Con,1
We should legalize ivory trade,We should legalize ivory trade,the ivory trade is a very dangerous industry,dev,GPT-2-LN-FWS,1,Yes,0.857142857,Con,1
We should legalize ivory trade,We should legalize ivory trade,the ivory trade is controlled and monitored effectively,dev,GPT-2-ALL,1,Yes,0.714285714,Neither,0
We should legalize ivory trade,We should legalize ivory trade,the ivory trade is destroying the planet,dev,GPT-2-ALL,1,Yes,1,Con,1
We should legalize ivory trade,We should legalize ivory trade,"the ivory trade is not only a crime in itself, it is a crime of infringement on the African cultural and natural heritage",dev,GPT-2-LN,0.857142857,Yes,1,Con,1
We should legalize ivory trade,We should legalize ivory trade,"the ivory trade is vicious and a cause of great public harm, which must be confronted",dev,GPT-2-LN,1,Yes,1,Con,1
We should legalize ivory trade,We should legalize ivory trade,The ivory trade was a huge money spinner for the country.,dev,GPT-2-ALL,0.571428571,No,,,0
We should legalize ivory trade,We should legalize ivory trade,we should legalize because it would help stop the spread of poachers and illegal wildlife products,dev,GPT-2-RANK,0.571428571,No,,,0
We should legalize ivory trade,We should legalize ivory trade,we should legalize ivory trade because it would stop corrupt countries from giving these areas with increasing amounts of poverty and violence.,dev,GPT-2-RANK,0.142857143,No,,,0
"The ivory trade is the commercial, often illegal trade in the ivory tusks of the hippopotamus, walrus, narwhal, and most commonly, African and Asian elephants.  We should legalize ivory trade",We should legalize ivory trade,we should legalize the ivory trade because it will lead to the protection of many species of animals,dev,GPT-2-RANK-FWS,0.571428571,No,,,0
We should legalize ivory trade,We should legalize ivory trade,we should legalize the ivory trade because it would help the industry grow and it would help the poor who could not afford it because of their poverty.,dev,GPT-2-RANK,0.142857143,No,,,0
"The ivory trade is the commercial, often illegal trade in the ivory tusks of the hippopotamus, walrus, narwhal, and most commonly, African and Asian elephants.  We should legalize ivory trade",We should legalize ivory trade,we should legalize the ivory trade to prevent ivory from ending up on the black market as it is causing significant destruction in terms of animals.,dev,GPT-2-RANK-FWS,0.571428571,No,,,0
We should legalize ivory trade,We should legalize ivory trade,we should not allow the ivory trade because it will only bring more harm than good,dev,GPT-2-RANK-CE,1,Yes,1,Con,1
We should legalize ivory trade,We should legalize ivory trade,We should not legalize ivory trade as it is a corrupt industry that operates on the black market.,dev,GPT-2-RANK,1,Yes,1,Con,1
We should legalize ivory trade,We should legalize ivory trade,We should not legalize the ivory trade as it will only end up causing more people to get addicted to the stuff and then die because of overdoses.,dev,GPT-2-RANK-CE,0,No,,,0
We should legalize ivory trade,We should legalize ivory trade,we should not legalize the ivory trade because it will only end with poachers using the ivory trade as a business.,dev,GPT-2-RANK-CE,1,Yes,1,Con,1
We should legalize LGBT adoption,We should legalize LGBT adoption,LGBT adoption is a common and valuable strategy to support abused and neglected children,test,GPT-2-LN-FWS,0.428571429,No,,,0
We should legalize LGBT adoption,We should legalize LGBT adoption,LGBT adoption is a critical component of a child's life,test,GPT-2-LN-FWS,0.142857143,No,,,0
We should legalize LGBT adoption,We should legalize LGBT adoption,LGBT adoption is a legitimate and affordable option,test,GPT-2-LN-FWS,0.857142857,Yes,1,Pro,1
We should legalize LGBT adoption,We should legalize LGBT adoption,LGBT adoption is a viable alternative to institutionalization of the family,test,GPT-2-LN-FWS,0.428571429,No,,,0
We should legalize LGBT adoption,We should legalize LGBT adoption,"LGBT adoption is a viable option, and it's very important to us, particularly among our oldest and most vulnerable children",test,GPT-2-LN-FWS,0.714285714,Yes,1,Pro,1
We should legalize LGBT adoption,We should legalize LGBT adoption,LGBT adoption is important,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should legalize LGBT adoption,We should legalize LGBT adoption,LGBT adoption was a fundamental human need,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should legalize LGBT adoption,We should legalize LGBT adoption,we should legalize adoption because it helps the children get the support they need,test,GPT-2-RANK,1,Yes,0.714285714,Pro,1
We should legalize LGBT adoption,We should legalize LGBT adoption,we should legalize gay adoption because it helps with the loss of one form of inheritance and makes the children more resilient in the long run.,test,GPT-2-RANK,0,No,,,0
We should legalize LGBT adoption,We should legalize LGBT adoption,We should legalize LGBT adoption because it helps with the balance of the two genders in the family,test,GPT-2-RANK,0.714285714,Yes,1,Pro,1
We should legalize LGBT adoption,We should legalize LGBT adoption,we should legalize LGBT adoption because it helps with the difficult transition from one country to another.,test,GPT-2-RANK,0.142857143,No,,,0
We should legalize LGBT adoption,We should legalize LGBT adoption,we should legalize LGBT adoption because it is in the best interest of the child for both parents to have a child of their own making. the benefits of cohabitating would accrue to both parents. the extra support they receive from the state will benefit,test,GPT-2-RANK,0.285714286,No,,,0
We should legalize LGBT adoption,We should legalize LGBT adoption,We should not legalize LGBT adoption because it could lead to the kinds of back alley deals that we see in the movies.,test,GPT-2-RANK,0,No,,,0
We should legalize LGBT adoption,We should legalize LGBT adoption,We should not legalize the adoption of LGBT children as it is a form of inhumane treatment that should not continue.,test,GPT-2-RANK,0.285714286,No,,,0
We should limit campaign finance,We should limit campaign finance,campaign finance can be beneficial for campaigns because it allows for the candidate to raise money from a variety of sources.,test,GPT-2-RANK,1,Yes,1,Con,1
We should limit campaign finance,We should limit campaign finance,campaign finance can be dangerous in that it allows wealthy people to buy influence in government.,test,GPT-2-RANK,1,Yes,1,Pro,1
We should limit campaign finance,We should limit campaign finance,"campaign finance can help  help a candidate get elected, or re-elected, and gives the candidate a way to raise funds without raising too many questions about finances.",test,GPT-2-RANK,0.571428571,No,,,0
We should limit campaign finance,We should limit campaign finance,campaign finance has become the most important fundraising tool in the political campaign,test,GPT-2-LN-FWS,0.857142857,Yes,1,Con,1
We should limit campaign finance,We should limit campaign finance,campaign finance has not been proven to be effective in making policy.,test,GPT-2-RANK,0.571428571,No,,,0
We should limit campaign finance,We should limit campaign finance,campaign finance is a problem for democracy,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should limit campaign finance,We should limit campaign finance,Campaign finance is a useful and necessary tool for campaigning,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should limit campaign finance,We should limit campaign finance,campaign finance is a waste of time,test,GPT-2-LN-FWS,1,Yes,0.857142857,Pro,1
We should limit campaign finance,We should limit campaign finance,Campaign finance is becoming more important,test,GPT-2-LN-FWS,1,Yes,0.714285714,Con,1
We should limit campaign finance,We should limit campaign finance,campaign finance is corrupt and it often falls to the politicians to make these decisions,test,GPT-2-RANK,0.714285714,Yes,1,Pro,1
We should limit campaign finance,We should limit campaign finance,campaign finance is critical to getting the word out to the public and securing donations. limiting it will cause the people to be drowned out by the negative ads instead of getting their input on the important issues.,test,GPT-2-RANK,1,Yes,0.857142857,Con,1
We should limit campaign finance,We should limit campaign finance,campaign finance is so important in that it can help those in need,test,GPT-2-RANK,0.428571429,No,,,0
We should limit campaign finance,We should limit campaign finance,campaign funding is very important,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should limit campaign finance,We should limit campaign finance,This kind of unlimited campaign spending is a menace to democracy.,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should limit Hydrocarbon exploration,We should limit Hydrocarbon exploration,"hydrocarbon exploration is a form of violence against the aquifers, the government shouldnt allow for the exploration of new fields",test,GPT-2-RANK,0.571428571,No,,,0
We should limit Hydrocarbon exploration,We should limit Hydrocarbon exploration,"hydrocarbon exploration provides a rich source of mineral resources that could be used for good, and less harmful purposes.",test,GPT-2-RANK,1,Yes,0.857142857,Con,1
We should limit Hydrocarbon exploration,We should limit Hydrocarbon exploration,"hydro-drilling in the Amazon could destroy fragile rainforests, disrupt the flow of rivers and threaten the future of the Amazon and its environment",test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should limit Hydrocarbon exploration,We should limit Hydrocarbon exploration,hydro-drilling is a very effective tool in terms of the increase of productivity and economic output of the extraction of the hydrocarbon compounds,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should limit Hydrocarbon exploration,We should limit Hydrocarbon exploration,"Hydro-intensive drilling will inevitably contribute to the country's carbon emissions, Shell fears",test,GPT-2-LN-FWS,1,Yes,0.714285714,Pro,1
We should limit Hydrocarbon exploration,We should limit Hydrocarbon exploration,the expansion of hydroelectric power plants would increase the risk of fish and other shallow water contamination,test,GPT-2-LN-FWS,0.571428571,No,,,0
We should limit Hydrocarbon exploration,We should limit Hydrocarbon exploration,"the hydrocarbon resources are ""very important"" for the state",test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should limit Hydrocarbon exploration,We should limit Hydrocarbon exploration,The massive hydroelectric projects that are being considered as part of the clean energy mix will help to boost economic development,test,GPT-2-LN-FWS,1,Yes,0.571428571,Con,1
We should limit Hydrocarbon exploration,We should limit Hydrocarbon exploration,"this hydrocarbon exploration will yield significant benefits to the states and industry in terms of economic development, jobs and royalties over the lifetime of the exploration",test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should limit Hydrocarbon exploration,We should limit Hydrocarbon exploration,we should limit hydrocarbon exploration as it has proven to be a volatile fuel and may contribute to the causes of global warming and disruption to the environment,test,GPT-2-RANK,1,Yes,1,Pro,1
We should limit Hydrocarbon exploration,We should limit Hydrocarbon exploration,We should limit hydrocarbon exploration as it may cause unforeseen problems in the future with climate change,test,GPT-2-RANK,1,Yes,1,Pro,1
We should limit Hydrocarbon exploration,We should limit Hydrocarbon exploration,we should limit hydrocarbon exploration as it threatens the stability of the ecosystem and will instill doubt in the minds of future generations.,test,GPT-2-RANK,0.714285714,Yes,1,Pro,1
We should limit Hydrocarbon exploration,We should limit Hydrocarbon exploration,we should limit hydrocarbon exploration because it keeps us from finding alternative places to live,test,GPT-2-RANK,0.142857143,No,,,0
We should limit Hydrocarbon exploration,We should limit Hydrocarbon exploration,we should limit hydrocarbon exploration because it may cause unforeseen damage to the environment,test,GPT-2-RANK,1,Yes,1,Pro,1
We should limit judicial review,We should limit judicial review,judicial activism can be beneficial in some situations.,test,GPT-2-RANK,1,Yes,1,Con,1
We should limit judicial review,We should limit judicial review,judicial review is a basic and necessary function of government,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should limit judicial review,We should limit judicial review,judicial review is a necessary and important tool for ensuring that laws are faithfully executed,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should limit judicial review,We should limit judicial review,judicial review is a valuable tool,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should limit judicial review,We should limit judicial review,judicial review was important to the public integrity and the independence of the judiciary,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should limit judicial review,We should limit judicial review,The judicial review is necessary for the proper functioning of the judiciary,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should limit judicial review,We should limit judicial review,the judicial system was corrupt and could not be reformed,test,GPT-2-LN-FWS,1,Yes,0.714285714,Pro,1
We should limit judicial review,We should limit judicial review,the right to judicial review is fundamental to the rule of law and human rights,test,GPT-2-LN-FWS,1,Yes,0.857142857,Con,1
We should limit judicial review,We should limit judicial review,we should limit judicial review because all judges are human beings with a right to due process and should be allowed to make their own decisions,test,GPT-2-RANK,0.571428571,No,,,0
We should limit judicial review,We should limit judicial review,we should limit judicial review because all this does is give people a way to say they can get a favorable decision even if the facts are against them,test,GPT-2-RANK,0.857142857,Yes,1,Pro,1
We should limit judicial review,We should limit judicial review,we should limit judicial review because it can be a biased decision maker.,test,GPT-2-RANK,1,Yes,1,Pro,1
We should limit judicial review,We should limit judicial review,we should limit judicial review because it can be a personal opinion and could be skewed. also some cases get stuck because the judge is a personal friend rather than a impartial arbiter.,test,GPT-2-RANK,0.857142857,Yes,1,Pro,1
We should limit judicial review,We should limit judicial review,we should not limit judicial review as some trials are unfairly officiated.,test,GPT-2-RANK,1,Yes,0.571428571,Pro,1
We should limit judicial review,We should limit judicial review,we should not limit judicial review because judges have better knowledge of the laws than juries do,test,GPT-2-RANK,1,Yes,1,Con,1
We should limit the use of appeals,We should limit the use of appeals,an appeal can be a really effective tool,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should limit the use of appeals,We should limit the use of appeals,"appeals  can be a powerful tool to correct injustices done in the past, and are a necessary part of the justice system",test,GPT-2-RANK,1,Yes,1,Con,1
We should limit the use of appeals,We should limit the use of appeals,appeals are an important tool to correct injustices that may seem obvious to a simple majority.,test,GPT-2-RANK,0.857142857,Yes,1,Con,1
We should limit the use of appeals,We should limit the use of appeals,Appeals are expensive and don't work.,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should limit the use of appeals,We should limit the use of appeals,appeals can be expensive and deter people from seeking help for conditions that are not properly within the remit of the law.,test,GPT-2-RANK,0.714285714,Yes,1,Pro,1
We should limit the use of appeals,We should limit the use of appeals,appeals can be helpful tools to address perceived injustices.,test,GPT-2-RANK,1,Yes,1,Con,1
We should limit the use of appeals,We should limit the use of appeals,appeals can provide a system with necessary checks and balances.,test,GPT-2-RANK,0.857142857,Yes,1,Con,1
We should limit the use of appeals,We should limit the use of appeals,the appeal process plays an important role in promoting the rule of law,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should limit the use of appeals,We should limit the use of appeals,The right to appeal is a basic and essential characteristic of a democracy,test,GPT-2-LN-FWS,1,Yes,1,Con,1
We should limit the use of appeals,We should limit the use of appeals,The right to appeal is a fundamental human right,test,GPT-2-LN-FWS,0.714285714,Yes,1,Con,1
We should limit the use of appeals,We should limit the use of appeals,"the use of appeals  provide a more tailored approach to deal with particular cases,  allowing for a fairer justice system.",test,GPT-2-RANK,1,Yes,1,Con,1
We should limit the use of appeals,We should limit the use of appeals,The use of appeals is needed to ensure the integrity of the judicial system and to ensure the right decisions are applied,test,GPT-2-LN-FWS,1,Yes,1,Con,1
