Label (-/P/C/?) ,Concept,Category/List Page Title,URL
-,Racism,Category:History_of_racial_segregation_in_the_United_States,https://en.wikipedia.org/wiki/Category:History_of_racial_segregation_in_the_United_States
-,Racism,Category:History_of_racism_in_the_United_States,https://en.wikipedia.org/wiki/Category:History_of_racism_in_the_United_States
C,Racism,Category:Indigenous_rights_activists,https://en.wikipedia.org/wiki/Category:Indigenous_rights_activists
-,Racism,Category:Japanese_American_internment,https://en.wikipedia.org/wiki/Category:Japanese_American_internment
-,Racism,Category:Ku_Klux_Klan,https://en.wikipedia.org/wiki/Category:Ku_Klux_Klan
P,Racism,Category:Ku_Klux_Klan_members,https://en.wikipedia.org/wiki/Category:Ku_Klux_Klan_members
-,Racism,Category:Lynching_in_the_United_States,https://en.wikipedia.org/wiki/Category:Lynching_in_the_United_States
C,Racism,Category:Members_of_the_Committee_on_the_Elimination_of_Racial_Discrimination,https://en.wikipedia.org/wiki/Category:Members_of_the_Committee_on_the_Elimination_of_Racial_Discrimination
C,Racism,Category:Members_of_the_European_Commission_against_Racism_and_Intolerance,https://en.wikipedia.org/wiki/Category:Members_of_the_European_Commission_against_Racism_and_Intolerance
-,Racism,Category:Mormonism_and_race,https://en.wikipedia.org/wiki/Category:Mormonism_and_race
-,Racism,Category:Nazism,https://en.wikipedia.org/wiki/Category:Nazism
-,Racism,Category:Opposition_to_apartheid_in_South_Africa,https://en.wikipedia.org/wiki/Category:Opposition_to_apartheid_in_South_Africa
-,Racism,Category:Orientalism,https://en.wikipedia.org/wiki/Category:Orientalism
-,Racism,Category:Racially_motivated_violence_against_African_Americans,https://en.wikipedia.org/wiki/Category:Racially_motivated_violence_against_African_Americans
-,Racism,Category:Racially_motivated_violence_in_the_United_States,https://en.wikipedia.org/wiki/Category:Racially_motivated_violence_in_the_United_States
-,Racism,Category:Racism,https://en.wikipedia.org/wiki/Category:Racism
-,Racism,Category:Racism_in_Germany,https://en.wikipedia.org/wiki/Category:Racism_in_Germany
-,Racism,Category:Racism_in_the_United_Kingdom,https://en.wikipedia.org/wiki/Category:Racism_in_the_United_Kingdom
-,Racism,Category:Racism_in_the_United_States,https://en.wikipedia.org/wiki/Category:Racism_in_the_United_States
-,Racism,Category:Scientific_racism,https://en.wikipedia.org/wiki/Category:Scientific_racism
-,Racism,Category:Student_Nonviolent_Coordinating_Committee,https://en.wikipedia.org/wiki/Category:Student_Nonviolent_Coordinating_Committee
-,Racism,Category:White_supremacy_in_the_United_States,https://en.wikipedia.org/wiki/Category:White_supremacy_in_the_United_States
-,Reincarnation,Category:Reincarnation,https://en.wikipedia.org/wiki/Category:Reincarnation
-,Reincarnation,Category:Reincarnation_research,https://en.wikipedia.org/wiki/Category:Reincarnation_research
?,Reincarnation,Category:Sailor_Soldiers,https://en.wikipedia.org/wiki/Category:Sailor_Soldiers
P,Reincarnation,Category:Tulkus,https://en.wikipedia.org/wiki/Category:Tulkus
-,Same-sex marriage,Category:Eagle_Forum,https://en.wikipedia.org/wiki/Category:Eagle_Forum
-,Same-sex marriage,Category:National_Organization_for_Marriage,https://en.wikipedia.org/wiki/Category:National_Organization_for_Marriage
-,Same-sex marriage,Category:Opposition_to_same-sex_marriage,https://en.wikipedia.org/wiki/Category:Opposition_to_same-sex_marriage
C,Same-sex marriage,List_of_opponents_of_same-sex_marriage_in_the_United_States,https://en.wikipedia.org/wiki/List_of_opponents_of_same-sex_marriage_in_the_United_States
P,Same-sex marriage,List_of_supporters_of_same-sex_marriage_in_the_United_States,https://en.wikipedia.org/wiki/List_of_supporters_of_same-sex_marriage_in_the_United_States
P,Satanism,Category:American_Satanists,https://en.wikipedia.org/wiki/Category:American_Satanists
-,Satanism,Category:Church_of_Satan,https://en.wikipedia.org/wiki/Category:Church_of_Satan
-,Satanism,Category:Crimes_involving_Satanism_or_the_occult,https://en.wikipedia.org/wiki/Category:Crimes_involving_Satanism_or_the_occult
-,Satanism,Category:Satanic_ritual_abuse,https://en.wikipedia.org/wiki/Category:Satanic_ritual_abuse
P,Scientology,Category:Converts_to_Scientology_from_Roman_Catholicism,https://en.wikipedia.org/wiki/Category:Converts_to_Scientology_from_Roman_Catholicism
C,Scientology,Category:Critics_of_Scientology,https://en.wikipedia.org/wiki/Category:Critics_of_Scientology
-,Scientology,Category:Scientology_and_the_Internet,https://en.wikipedia.org/wiki/Category:Scientology_and_the_Internet
-,Scientology,Category:Scientology_and_the_legal_system,https://en.wikipedia.org/wiki/Category:Scientology_and_the_legal_system
P,Scientology,Category:Scientology_officials,https://en.wikipedia.org/wiki/Category:Scientology_officials
-,Scientology,Category:Scientology-related_controversies,https://en.wikipedia.org/wiki/Category:Scientology-related_controversies
-,Separation of church and state,Category:Dominion_Theology,https://en.wikipedia.org/wiki/Category:Dominion_Theology
-,Separation of church and state,Category:Separation_of_church_and_state,https://en.wikipedia.org/wiki/Category:Separation_of_church_and_state
-,Separatism,Category:Bangladesh_Liberation_War,https://en.wikipedia.org/wiki/Category:Bangladesh_Liberation_War
P,Separatism,Category:Council_of_Conservative_Citizens,https://en.wikipedia.org/wiki/Category:Council_of_Conservative_Citizens
-,Separatism,Category:Creativity_(religion),https://en.wikipedia.org/wiki/Category:Creativity_(religion)
P,Separatism,Category:English_separatists,https://en.wikipedia.org/wiki/Category:English_separatists
-,Separatism,Category:Kashmir_separatist_movement,https://en.wikipedia.org/wiki/Category:Kashmir_separatist_movement
P,Separatism,Category:Kashmiri_militants,https://en.wikipedia.org/wiki/Category:Kashmiri_militants
-,Separatism,Category:Kosovo_Liberation_Army,https://en.wikipedia.org/wiki/Category:Kosovo_Liberation_Army
P,Separatism,Category:People_of_the_Donetsk_People's_Republic,https://en.wikipedia.org/wiki/Category:People_of_the_Donetsk_People's_Republic
-,Separatism,Category:Second_Sudanese_Civil_War,https://en.wikipedia.org/wiki/Category:Second_Sudanese_Civil_War
P,Separatism,Category:White_separatists,https://en.wikipedia.org/wiki/Category:White_separatists
P,Sharia,Category:Ayatollahs,https://en.wikipedia.org/wiki/Category:Ayatollahs
-,Sharia,Category:Fatwas,https://en.wikipedia.org/wiki/Category:Fatwas
P,Sharia,Category:Imams,https://en.wikipedia.org/wiki/Category:Imams
P,Sharia,Category:Iranian_heads_of_Judicial_System,https://en.wikipedia.org/wiki/Category:Iranian_heads_of_Judicial_System
P,Sharia,Category:Sharia_judges,https://en.wikipedia.org/wiki/Category:Sharia_judges
-,Slavery,Category:Abolitionism_in_the_United_States,https://en.wikipedia.org/wiki/Category:Abolitionism_in_the_United_States
-,Slavery,Category:African_slave_trade,https://en.wikipedia.org/wiki/Category:African_slave_trade
P,Slavery,Category:American_pro-slavery_activists,https://en.wikipedia.org/wiki/Category:American_pro-slavery_activists
P,Slavery,Category:American_slave_traders,https://en.wikipedia.org/wiki/Category:American_slave_traders
?,Slavery,Category:American_slaves,https://en.wikipedia.org/wiki/Category:American_slaves
-,Slavery,Category:Bleeding_Kansas,https://en.wikipedia.org/wiki/Category:Bleeding_Kansas
C,Slavery,Category:British_abolitionists,https://en.wikipedia.org/wiki/Category:British_abolitionists
P,Slavery,Category:British_slave_traders,https://en.wikipedia.org/wiki/Category:British_slave_traders
X,Slavery,Category:British_slaves,https://en.wikipedia.org/wiki/Category:British_slaves
C,Slavery,Category:Canadian_slaves,https://en.wikipedia.org/wiki/Category:Canadian_slaves
-,Slavery,Category:Freedom_suits_in_the_United_States,https://en.wikipedia.org/wiki/Category:Freedom_suits_in_the_United_States
-,Slavery,Category:Ghilman,https://en.wikipedia.org/wiki/Category:Ghilman
?,Slavery,Category:Historians_of_slavery,https://en.wikipedia.org/wiki/Category:Historians_of_slavery
-,Slavery,Category:History_of_slavery_in_Virginia,https://en.wikipedia.org/wiki/Category:History_of_slavery_in_Virginia
-,Slavery,Category:Human_trafficking,https://en.wikipedia.org/wiki/Category:Human_trafficking
?,Slavery,Category:Ottoman_slaves,https://en.wikipedia.org/wiki/Category:Ottoman_slaves
-,Slavery,Category:Reparations_for_slavery,https://en.wikipedia.org/wiki/Category:Reparations_for_slavery
-,Slavery,Category:Slave_trade,https://en.wikipedia.org/wiki/Category:Slave_trade
-,Slavery,Category:Slavery_in_the_United_States,https://en.wikipedia.org/wiki/Category:Slavery_in_the_United_States
?,Slavery,Category:Slaves,https://en.wikipedia.org/wiki/Category:Slaves
-,Slavery,Category:United_States_slavery_case_law,https://en.wikipedia.org/wiki/Category:United_States_slavery_case_law
-,Slavery,List_of_films_featuring_slavery,https://en.wikipedia.org/wiki/List_of_films_featuring_slavery
C,Smoking,Category:Anti-smoking_activists,https://en.wikipedia.org/wiki/Category:Anti-smoking_activists
-,Smoking,List_of_smoking_bans_in_the_United_States,https://en.wikipedia.org/wiki/List_of_smoking_bans_in_the_United_States
P,Socialism,Category:A_Just_Russia_politicians,https://en.wikipedia.org/wiki/Category:A_Just_Russia_politicians
P,Socialism,Category:Academicians_of_the_Byelorussian_SSR_Academy_of_Sciences,https://en.wikipedia.org/wiki/Category:Academicians_of_the_Byelorussian_SSR_Academy_of_Sciences
P,Socialism,Category:Action_Group_(Nigeria)_politicians,https://en.wikipedia.org/wiki/Category:Action_Group_(Nigeria)_politicians
P,Socialism,Category:Action_Party_(Italy)_politicians,https://en.wikipedia.org/wiki/Category:Action_Party_(Italy)_politicians
P,Socialism,Category:Afghan_communists,https://en.wikipedia.org/wiki/Category:Afghan_communists
P,Socialism,Category:Afghan_Social_Democratic_Party_(Afghan_Mellat)_politicians,https://en.wikipedia.org/wiki/Category:Afghan_Social_Democratic_Party_(Afghan_Mellat)_politicians
P,Socialism,Category:African_National_Congress_politicians,https://en.wikipedia.org/wiki/Category:African_National_Congress_politicians
P,Socialism,Category:African_Party_for_the_Independence_of_Cape_Verde_politicians,https://en.wikipedia.org/wiki/Category:African_Party_for_the_Independence_of_Cape_Verde_politicians
P,Socialism,Category:Albanian_communists,https://en.wikipedia.org/wiki/Category:Albanian_communists
P,Socialism,Category:All_India_Forward_Bloc_politicians,https://en.wikipedia.org/wiki/Category:All_India_Forward_Bloc_politicians
P,Socialism,Category:All_People's_Congress_politicians,https://en.wikipedia.org/wiki/Category:All_People's_Congress_politicians
P,Socialism,Category:Alliance_(New_Zealand)_politicians,https://en.wikipedia.org/wiki/Category:Alliance_(New_Zealand)_politicians
P,Socialism,Category:Alliance_for_Democracy_in_Mali_politicians,https://en.wikipedia.org/wiki/Category:Alliance_for_Democracy_in_Mali_politicians
P,Socialism,Category:American_Christian_socialists,https://en.wikipedia.org/wiki/Category:American_Christian_socialists
P,Socialism,Category:American_communists,https://en.wikipedia.org/wiki/Category:American_communists
P,Socialism,Category:American_Labor_Party_politicians,https://en.wikipedia.org/wiki/Category:American_Labor_Party_politicians
P,Socialism,Category:American_Marxists,https://en.wikipedia.org/wiki/Category:American_Marxists
P,Socialism,Category:American_Popular_Revolutionary_Alliance_politicians,https://en.wikipedia.org/wiki/Category:American_Popular_Revolutionary_Alliance_politicians
P,Socialism,Category:American_socialists,https://en.wikipedia.org/wiki/Category:American_socialists
P,Socialism,Category:Anarchist_communists,https://en.wikipedia.org/wiki/Category:Anarchist_communists
P,Socialism,Category:Anarcho-syndicalists,https://en.wikipedia.org/wiki/Category:Anarcho-syndicalists
P,Socialism,Category:Anti-Fascist_People's_Freedom_League_politicians,https://en.wikipedia.org/wiki/Category:Anti-Fascist_People's_Freedom_League_politicians
P,Socialism,Category:Arab_Socialist_Ba'ath_Party_%E2%80%93_Iraq_Region_politicians,https://en.wikipedia.org/wiki/Category:Arab_Socialist_Ba'ath_Party_%E2%80%93_Iraq_Region_politicians
P,Socialism,Category:Arab_Socialist_Ba'ath_Party_%E2%80%93_Syria_Region_politicians,https://en.wikipedia.org/wiki/Category:Arab_Socialist_Ba'ath_Party_%E2%80%93_Syria_Region_politicians
P,Socialism,Category:Arab_Socialist_Union_(Egypt)_politicians,https://en.wikipedia.org/wiki/Category:Arab_Socialist_Union_(Egypt)_politicians
P,Socialism,Category:Argentine_communists,https://en.wikipedia.org/wiki/Category:Argentine_communists
P,Socialism,Category:Argentine_socialists,https://en.wikipedia.org/wiki/Category:Argentine_socialists
P,Socialism,Category:Armenian_communists,https://en.wikipedia.org/wiki/Category:Armenian_communists
P,Socialism,Category:Association_for_the_Rebirth_of_Madagascar_politicians,https://en.wikipedia.org/wiki/Category:Association_for_the_Rebirth_of_Madagascar_politicians
P,Socialism,Category:Australian_communists,https://en.wikipedia.org/wiki/Category:Australian_communists
-,Socialism,Category:Australian_Labor_Party,https://en.wikipedia.org/wiki/Category:Australian_Labor_Party
-,Socialism,Category:Australian_labour_movement,https://en.wikipedia.org/wiki/Category:Australian_labour_movement
P,Socialism,Category:Australian_socialists,https://en.wikipedia.org/wiki/Category:Australian_socialists
P,Socialism,Category:Australian_trade_unionists,https://en.wikipedia.org/wiki/Category:Australian_trade_unionists
P,Socialism,Category:Austrian_communists,https://en.wikipedia.org/wiki/Category:Austrian_communists
P,Socialism,Category:Austrian_socialists,https://en.wikipedia.org/wiki/Category:Austrian_socialists
-,Socialism,Category:Autonomism,https://en.wikipedia.org/wiki/Category:Autonomism
P,Socialism,Category:Awami_National_Party_politicians,https://en.wikipedia.org/wiki/Category:Awami_National_Party_politicians
P,Socialism,Category:Azerbaijan_Communist_Party_politicians,https://en.wikipedia.org/wiki/Category:Azerbaijan_Communist_Party_politicians
P,Socialism,Category:Azerbaijani_communists,https://en.wikipedia.org/wiki/Category:Azerbaijani_communists
P,Socialism,Category:Bahujan_Samaj_Party_politicians,https://en.wikipedia.org/wiki/Category:Bahujan_Samaj_Party_politicians
P,Socialism,Category:Bangladesh_Awami_League_politicians,https://en.wikipedia.org/wiki/Category:Bangladesh_Awami_League_politicians
P,Socialism,Category:Barbados_Labour_Party_politicians,https://en.wikipedia.org/wiki/Category:Barbados_Labour_Party_politicians
-,Socialism,Category:Bavarian_Soviet_Republic,https://en.wikipedia.org/wiki/Category:Bavarian_Soviet_Republic
P,Socialism,Category:Bayan_Muna_politicians,https://en.wikipedia.org/wiki/Category:Bayan_Muna_politicians
P,Socialism,Category:Belgian_Labour_Party_politicians,https://en.wikipedia.org/wiki/Category:Belgian_Labour_Party_politicians
P,Socialism,Category:Belgian_Socialist_Party_politicians,https://en.wikipedia.org/wiki/Category:Belgian_Socialist_Party_politicians
P,Socialism,Category:Belgian_socialists,https://en.wikipedia.org/wiki/Category:Belgian_socialists
P,Socialism,Category:Brazilian_Christian_socialists,https://en.wikipedia.org/wiki/Category:Brazilian_Christian_socialists
P,Socialism,Category:Brazilian_communists,https://en.wikipedia.org/wiki/Category:Brazilian_communists
P,Socialism,Category:Brazilian_Democratic_Movement_politicians,https://en.wikipedia.org/wiki/Category:Brazilian_Democratic_Movement_politicians
P,Socialism,Category:Brazilian_Socialist_Party_politicians,https://en.wikipedia.org/wiki/Category:Brazilian_Socialist_Party_politicians
P,Socialism,Category:Brazilian_socialists,https://en.wikipedia.org/wiki/Category:Brazilian_socialists
P,Socialism,Category:British_Marxists,https://en.wikipedia.org/wiki/Category:British_Marxists
P,Socialism,Category:British_Socialist_Party_members,https://en.wikipedia.org/wiki/Category:British_Socialist_Party_members
P,Socialism,Category:British_socialists,https://en.wikipedia.org/wiki/Category:British_socialists
P,Socialism,Category:Broad_Front_(Uruguay)_politicians,https://en.wikipedia.org/wiki/Category:Broad_Front_(Uruguay)_politicians
P,Socialism,Category:Bulgarian_communists,https://en.wikipedia.org/wiki/Category:Bulgarian_communists
P,Socialism,Category:Bulgarian_Socialist_Party_politicians,https://en.wikipedia.org/wiki/Category:Bulgarian_Socialist_Party_politicians
P,Socialism,Category:Bulgarian_Workers'_Social_Democratic_Party_politicians,https://en.wikipedia.org/wiki/Category:Bulgarian_Workers'_Social_Democratic_Party_politicians
P,Socialism,Category:Bundists,https://en.wikipedia.org/wiki/Category:Bundists
P,Socialism,Category:Burma_Socialist_Programme_Party_politicians,https://en.wikipedia.org/wiki/Category:Burma_Socialist_Programme_Party_politicians
P,Socialism,Category:Cambodian_communists,https://en.wikipedia.org/wiki/Category:Cambodian_communists
P,Socialism,Category:Cambodian_People's_Party_politicians,https://en.wikipedia.org/wiki/Category:Cambodian_People's_Party_politicians
P,Socialism,Category:Canadian_Christian_socialists,https://en.wikipedia.org/wiki/Category:Canadian_Christian_socialists
P,Socialism,Category:Canadian_Marxists,https://en.wikipedia.org/wiki/Category:Canadian_Marxists
P,Socialism,Category:Canadian_socialists,https://en.wikipedia.org/wiki/Category:Canadian_socialists
P,Socialism,Category:Canadian_Trotskyists,https://en.wikipedia.org/wiki/Category:Canadian_Trotskyists
P,Socialism,Category:Candidate_members_of_the_Politburo_of_the_Central_Committee_of_the_Socialist_Unity_Party_of_Germany,https://en.wikipedia.org/wiki/Category:Candidate_members_of_the_Politburo_of_the_Central_Committee_of_the_Socialist_Unity_Party_of_Germany
P,Socialism,Category:Catholic_Workers,https://en.wikipedia.org/wiki/Category:Catholic_Workers
?,Socialism,Category:Ceau%C8%99escu_family,https://en.wikipedia.org/wiki/Category:Ceau%C8%99escu_family
P,Socialism,Category:Chairmen_of_the_Socialist_Party_(France),https://en.wikipedia.org/wiki/Category:Chairmen_of_the_Socialist_Party_(France)
P,Socialism,Category:Chairmen_of_the_Verkhovna_Rada_of_the_Ukrainian_Soviet_Socialist_Republic,https://en.wikipedia.org/wiki/Category:Chairmen_of_the_Verkhovna_Rada_of_the_Ukrainian_Soviet_Socialist_Republic
P,Socialism,Category:Chama_Cha_Mapinduzi_politicians,https://en.wikipedia.org/wiki/Category:Chama_Cha_Mapinduzi_politicians
P,Socialism,Category:Chartists,https://en.wikipedia.org/wiki/Category:Chartists
P,Socialism,Category:Chilean_Marxists,https://en.wikipedia.org/wiki/Category:Chilean_Marxists
P,Socialism,Category:Chilean_socialists,https://en.wikipedia.org/wiki/Category:Chilean_socialists
P,Socialism,Category:Chinese_communists,https://en.wikipedia.org/wiki/Category:Chinese_communists
P,Socialism,Category:Christian_communists,https://en.wikipedia.org/wiki/Category:Christian_communists
P,Socialism,Category:Christian_Democratic_Union_(East_Germany)_politicians,https://en.wikipedia.org/wiki/Category:Christian_Democratic_Union_(East_Germany)_politicians
P,Socialism,Category:Citizens'_Action_Party_politicians,https://en.wikipedia.org/wiki/Category:Citizens'_Action_Party_politicians
P,Socialism,Category:Citizens'_Movement_(Mexico)_politicians,https://en.wikipedia.org/wiki/Category:Citizens'_Movement_(Mexico)_politicians
P,Socialism,Category:Coalition_for_Bulgaria_MEPs,https://en.wikipedia.org/wiki/Category:Coalition_for_Bulgaria_MEPs
P,Socialism,Category:Coalition_of_the_Radical_Left_politicians,https://en.wikipedia.org/wiki/Category:Coalition_of_the_Radical_Left_politicians
P,Socialism,Category:Collectivist_anarchists,https://en.wikipedia.org/wiki/Category:Collectivist_anarchists
P,Socialism,Category:Colombian_communists,https://en.wikipedia.org/wiki/Category:Colombian_communists
P,Socialism,Category:Combat_Organization_of_the_Polish_Socialist_Party_members,https://en.wikipedia.org/wiki/Category:Combat_Organization_of_the_Polish_Socialist_Party_members
P,Socialism,Category:Common_Wealth_Party_politicians,https://en.wikipedia.org/wiki/Category:Common_Wealth_Party_politicians
-,Socialism,Category:Communism_in_Yemen,https://en.wikipedia.org/wiki/Category:Communism_in_Yemen
P,Socialism,Category:Communist_Party_of_Armenia_(Soviet_Union)_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Armenia_(Soviet_Union)_politicians
P,Socialism,Category:Communist_Party_of_Byelorussia_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Byelorussia_politicians
P,Socialism,Category:Communist_Party_of_Estonia_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Estonia_politicians
P,Socialism,Category:Communist_Party_of_Kazakhstan_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Kazakhstan_politicians
P,Socialism,Category:Communist_Party_of_Kirghizia_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Kirghizia_politicians
P,Socialism,Category:Communist_Party_of_Latvia_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Latvia_politicians
P,Socialism,Category:Communist_Party_of_Moldova_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Moldova_politicians
P,Socialism,Category:Communist_Party_of_Tajikistan_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Tajikistan_politicians
P,Socialism,Category:Communist_Party_of_Turkmenistan_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Turkmenistan_politicians
P,Socialism,Category:Communist_Party_of_Ukraine_(Soviet_Union)_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Ukraine_(Soviet_Union)_politicians
P,Socialism,Category:Communist_Party_of_Uzbekistan_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_Uzbekistan_politicians
P,Socialism,Category:Communists,https://en.wikipedia.org/wiki/Category:Communists
P,Socialism,Category:Communists_from_Georgia_(country),https://en.wikipedia.org/wiki/Category:Communists_from_Georgia_(country)
P,Socialism,Category:Communists_from_Northern_Ireland,https://en.wikipedia.org/wiki/Category:Communists_from_Northern_Ireland
P,Socialism,Category:Congolese_Party_of_Labour_politicians,https://en.wikipedia.org/wiki/Category:Congolese_Party_of_Labour_politicians
P,Socialism,Category:Congress_of_Democrats_politicians,https://en.wikipedia.org/wiki/Category:Congress_of_Democrats_politicians
P,Socialism,Category:Constitutional_Democratic_Rally_politicians,https://en.wikipedia.org/wiki/Category:Constitutional_Democratic_Rally_politicians
P,Socialism,Category:Convention_of_Republican_Institutions_politicians,https://en.wikipedia.org/wiki/Category:Convention_of_Republican_Institutions_politicians
P,Socialism,Category:Convention_People's_Party_(Ghana)_politicians,https://en.wikipedia.org/wiki/Category:Convention_People's_Party_(Ghana)_politicians
P,Socialism,Category:Co-operative_Party_(UK)_politicians,https://en.wikipedia.org/wiki/Category:Co-operative_Party_(UK)_politicians
P,Socialism,Category:Croatian_communists,https://en.wikipedia.org/wiki/Category:Croatian_communists
P,Socialism,Category:Croatian_socialists,https://en.wikipedia.org/wiki/Category:Croatian_socialists
P,Socialism,Category:Cuban_communists,https://en.wikipedia.org/wiki/Category:Cuban_communists
P,Socialism,Category:Czech_communists,https://en.wikipedia.org/wiki/Category:Czech_communists
P,Socialism,Category:Czech_Social_Democratic_Party_MEPs,https://en.wikipedia.org/wiki/Category:Czech_Social_Democratic_Party_MEPs
P,Socialism,Category:Czech_Social_Democratic_Party_politicians,https://en.wikipedia.org/wiki/Category:Czech_Social_Democratic_Party_politicians
P,Socialism,Category:Czechoslovak_communists,https://en.wikipedia.org/wiki/Category:Czechoslovak_communists
-,Socialism,Category:Czechoslovak_Socialist_Republic_rehabilitations,https://en.wikipedia.org/wiki/Category:Czechoslovak_Socialist_Republic_rehabilitations
P,Socialism,Category:Danish_communists,https://en.wikipedia.org/wiki/Category:Danish_communists
-,Socialism,Category:Dealul_Spirii_Trial,https://en.wikipedia.org/wiki/Category:Dealul_Spirii_Trial
P,Socialism,Category:Democratic_Action_(Venezuela)_politicians,https://en.wikipedia.org/wiki/Category:Democratic_Action_(Venezuela)_politicians
P,Socialism,Category:Democratic_and_Socialist_Union_of_the_Resistance_politicians,https://en.wikipedia.org/wiki/Category:Democratic_and_Socialist_Union_of_the_Resistance_politicians
P,Socialism,Category:Democratic_Labour_Party_(Brazil)_politicians,https://en.wikipedia.org/wiki/Category:Democratic_Labour_Party_(Brazil)_politicians
P,Socialism,Category:Democratic_Left_(Ecuador)_politicians,https://en.wikipedia.org/wiki/Category:Democratic_Left_(Ecuador)_politicians
P,Socialism,Category:Democratic_Left_(Ireland)_politicians,https://en.wikipedia.org/wiki/Category:Democratic_Left_(Ireland)_politicians
P,Socialism,Category:Democratic_Left_Alliance_MEPs,https://en.wikipedia.org/wiki/Category:Democratic_Left_Alliance_MEPs
P,Socialism,Category:Democratic_Party_(Cambodia)_politicians,https://en.wikipedia.org/wiki/Category:Democratic_Party_(Cambodia)_politicians
P,Socialism,Category:Democratic_Party_(Italy)_MEPs,https://en.wikipedia.org/wiki/Category:Democratic_Party_(Italy)_MEPs
P,Socialism,Category:Democratic_Party_of_Guinea_%E2%80%93_African_Democratic_Rally_politicians,https://en.wikipedia.org/wiki/Category:Democratic_Party_of_Guinea_%E2%80%93_African_Democratic_Rally_politicians
P,Socialism,Category:Democratic_Party_of_Iranian_Kurdistan_politicians,https://en.wikipedia.org/wiki/Category:Democratic_Party_of_Iranian_Kurdistan_politicians
P,Socialism,Category:Democratic_Party_of_Moldova_politicians,https://en.wikipedia.org/wiki/Category:Democratic_Party_of_Moldova_politicians
P,Socialism,Category:Democratic_Party_of_Socialists_of_Montenegro_politicians,https://en.wikipedia.org/wiki/Category:Democratic_Party_of_Socialists_of_Montenegro_politicians
P,Socialism,Category:Democratic_Party_of_the_Left_politicians,https://en.wikipedia.org/wiki/Category:Democratic_Party_of_the_Left_politicians
P,Socialism,Category:Democratic_Socialist_Party_(France)_politicians,https://en.wikipedia.org/wiki/Category:Democratic_Socialist_Party_(France)_politicians
P,Socialism,Category:Democratic_Socialist_Party_(Ireland)_politicians,https://en.wikipedia.org/wiki/Category:Democratic_Socialist_Party_(Ireland)_politicians
P,Socialism,Category:Democratic_Socialist_Party_(Japan)_politicians,https://en.wikipedia.org/wiki/Category:Democratic_Socialist_Party_(Japan)_politicians
P,Socialism,Category:Democratic_socialists,https://en.wikipedia.org/wiki/Category:Democratic_socialists
P,Socialism,Category:Democratic_Unification_Party_politicians,https://en.wikipedia.org/wiki/Category:Democratic_Unification_Party_politicians
P,Socialism,Category:Democrats_of_the_Left_MEPs,https://en.wikipedia.org/wiki/Category:Democrats_of_the_Left_MEPs
P,Socialism,Category:Dutch_Christian_socialists,https://en.wikipedia.org/wiki/Category:Dutch_Christian_socialists
P,Socialism,Category:Dutch_communists,https://en.wikipedia.org/wiki/Category:Dutch_communists
P,Socialism,Category:Dutch_socialists,https://en.wikipedia.org/wiki/Category:Dutch_socialists
P,Socialism,Category:Egyptian_socialists,https://en.wikipedia.org/wiki/Category:Egyptian_socialists
P,Socialism,Category:English_Christian_socialists,https://en.wikipedia.org/wiki/Category:English_Christian_socialists
P,Socialism,Category:English_communists,https://en.wikipedia.org/wiki/Category:English_communists
P,Socialism,Category:English_Marxists,https://en.wikipedia.org/wiki/Category:English_Marxists
P,Socialism,Category:English_socialists,https://en.wikipedia.org/wiki/Category:English_socialists
P,Socialism,Category:Estonian_communists,https://en.wikipedia.org/wiki/Category:Estonian_communists
P,Socialism,Category:Estonian_Labour_Party_politicians,https://en.wikipedia.org/wiki/Category:Estonian_Labour_Party_politicians
P,Socialism,Category:Farabundo_Mart%C3%AD_National_Liberation_Front_politicians,https://en.wikipedia.org/wiki/Category:Farabundo_Mart%C3%AD_National_Liberation_Front_politicians
P,Socialism,Category:Fasci_Siciliani,https://en.wikipedia.org/wiki/Category:Fasci_Siciliani
P,Socialism,Category:Fatherland_for_All_politicians,https://en.wikipedia.org/wiki/Category:Fatherland_for_All_politicians
P,Socialism,Category:Fifth_Republic_Movement_politicians,https://en.wikipedia.org/wiki/Category:Fifth_Republic_Movement_politicians
P,Socialism,Category:Fiji_Labour_Party_politicians,https://en.wikipedia.org/wiki/Category:Fiji_Labour_Party_politicians
P,Socialism,Category:Finnish_communists,https://en.wikipedia.org/wiki/Category:Finnish_communists
P,Socialism,Category:Finnish_People's_Democratic_League_politicians,https://en.wikipedia.org/wiki/Category:Finnish_People's_Democratic_League_politicians
P,Socialism,Category:Finnish_socialists,https://en.wikipedia.org/wiki/Category:Finnish_socialists
P,Socialism,Category:Fourierists,https://en.wikipedia.org/wiki/Category:Fourierists
P,Socialism,Category:FRELIMO_politicians,https://en.wikipedia.org/wiki/Category:FRELIMO_politicians
